# species: Homo sapiens
# support: EXP, IMP, ISS, ISM, TAS, IEA, HMP, HEP, IDA, IGI, ISO, IGC, NAS, HGI, IPI, IEP, ISA, RCA, IC, HDA
# associations retrieved on: 2021-03-22 22:09:17-04
# gofunc built on: 2018-02-21 10:04:34.764444-05
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/goa_human.gaf.gz
#   revision: 2018-02-02 $
#   downloaded on: 2018-02-14 09:47:26-05
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201512-termdb-tables.tar.gz
#   downloaded on: 2015-12-22 05:43:21-05
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2015-11-17 14:24:21.26681-05
#     synergizer db built from: Ensembl Genes 82 / Metazoa Mart / Plant Mart
#   namespace: hgnc_symbol
#   coverage: 99.8%
# size of "genespace": 2326
# number of attributes: 10840
# NOTE: these associations have been restricted to the genes included
# in the user-supplied gene space.
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
GO:0000002	mitochondrial genome maintenance	LONP1 OPA1 SLC25A4
GO:1903506	regulation of nucleic acid-templated transcription	ABHD14B ABT1 ACTL6A ACTN4 ADNP AHCTF1 AIP AKAP8 AKAP8L ANP32A ANXA4 APEX1 ARGLU1 ARHGEF2 ARID1A ARID3B ARMCX3 ATAD2 BASP1 BAZ1B BCLAF1 BRD7 BTF3 BUD31 BZW1 C1QBP CALR CAMK1D CAND1 CARHSP1 CAT CBFB CBL CBX1 CBX3 CBX5 CCAR1 CCNA2 CD38 CD74 CDC5L CDC73 CDK5 CDK5RAP3 CEBPZ CGGBP1 CHAF1B CHCHD3 CHMP1A CHTOP CIAO1 CIB1 CKS2 CNBP CNOT1 CNOT3 CNOT7 COMMD3 COMMD4 COMMD6 COMMD8 COMMD9 COPS2 COPS5 CPNE1 CRLF3 CSDE1 CSNK2A1 CTBP1 CTCF CUL2 CUL3 DAP DDRGK1 DDX1 DDX17 DDX20 DDX41 DDX5 DDX54 DEK DHFR DHX36 DHX9 DNAJA3 DNAJB1 DNAJC2 DNM2 DNMT1 DNTTIP2 DPF2 DR1 DRAP1 DYNLL1 EDF1 EEF1A1 EEF1D EIF2A EIF2AK2 EIF4A2 ENO1 ENY2 ERC1 ETV6 EWSR1 EZR FADD FHOD1 FLII FLNA FOXO3 FUBP1 FUBP3 FUS GABPA GAS6 GATAD2A GATAD2B GLO1 GMEB1 GNL3 GOLGB1 GTF2A1 GTF2B GTF2E1 GTF2E2 GTF2I GTF3C3 HAT1 HAX1 HCFC1 HCLS1 HDAC7 HDGF HEATR1 HEXB HIGD1A HINT1 HMGA1 HMGB2 HMGB3 HNRNPA2B1 HNRNPAB HNRNPD HNRNPK HNRNPU HNRNPUL1 HP1BP3 HSBP1 HSF1 HSPA5 HSPA8 HSPD1 HSPH1 HTATSF1 IFI16 IGBP1 IKZF1 IKZF3 IL16 ILF2 ILF3 ILK IRF2BP2 IRF4 JMJD6 KHDRBS1 KHDRBS3 KHSRP LANCL2 LEO1 LIMD1 LPXN LRPPRC LRRFIP1 LYAR MALT1 MAP2K1 MAP2K2 MAP2K3 MAPK1 MAPK14 MAPK3 MBD1 MBD2 MCTS1 MEPCE MIER1 MMS19 MTDH MTPN MYBBP1A MYO6 NAA15 NACA NCL NCOA5 NDUFA13 NFATC2IP NFKB1 NFKB2 NFYA NIF3L1 NKRF NOC2L NONO NPM1 NUCKS1 NUP62 NUP98 OGT PA2G4 PAF1 PARK7 PARP1 PAWR PBRM1 PBXIP1 PCBP1 PCNA PDCD4 PDLIM1 PELP1 PFDN1 PFDN5 PFKM PFN1 PHB PHB2 PHF5A PHF6 PICALM PIN1 PML PNN POFUT1 POLR2A POU2AF1 POU2F1 PPID PPIE PPM1A PPP1R12A PPP1R8 PPP2R1A PQBP1 PRDX3 PRDX5 PREB PRKAR1A PRKD2 PRKDC PRMT5 PRPF6 PSIP1 PSMA1 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMB1 PSMB10 PSMB2 PSMB3 PSMB4 PSMB5 PSMB6 PSMB7 PSMB8 PSMB9 PSMC1 PSMC2 PSMC3 PSMC4 PSMC5 PSMC6 PSMD1 PSMD10 PSMD11 PSMD12 PSMD13 PSMD14 PSMD2 PSMD3 PSMD4 PSMD5 PSMD6 PSMD7 PSMD8 PSMD9 PSME1 PSME2 PSME3 PSMF1 PSPC1 PTGES2 PUF60 PURA PURB QRICH1 RAD21 RAF1 RALY RAN RBBP4 RBBP7 RBM14 RBM15 RBM39 RBX1 RELA RHOG RING1 RNF20 RPL23 RPL6 RPRD1A RPRD1B RPS14 RPS27A RPS3 RRM2 RRP1B RRP8 RSF1 RTF1 RUNX2 RUVBL1 RUVBL2 SAFB SAP18 SAP30BP SCYL1 SET SF1 SFPQ SHC1 SIN3A SLIRP SMARCA2 SMARCA4 SMARCA5 SMARCB1 SMARCC1 SMARCC2 SMARCE1 SND1 SNW1 SNX6 SP1 SP3 SQSTM1 SRA1 SRRT SS18 SSRP1 SSU72 STAT1 STAT2 STAT3 STRAP SUB1 SUMO1 SUPT16H SUPT4H1 SUPT5H SUPT6H SUZ12 SYK TAB1 TAF15 TARDBP TBK1 TBL1XR1 TCEA1 TCERG1 TCF25 TDP2 TERF2IP TFAM TFB2M THOC5 THRAP3 TIAL1 TLE3 TMPO TMSB4X TOP2A TPR TRADD TRIM25 TRIM28 TRIP13 TSG101 TXLNG TXN UBA3 UBE2I UBE2L3 UBTF UCHL5 UFL1 UHRF1 USP13 USP47 USP7 VAV1 WDR43 WDR5 WDR61 WFS1 XPO1 XRCC5 XRCC6 XRN2 YBX1 YLPM1 YWHAB YWHAH YWHAQ ZBTB38 ZNF207 ZNF326 ZNF512 ZNF638 ZNF706 ZRANB2
GO:1903507	negative regulation of nucleic acid-templated transcription	ANXA4 APEX1 ARID1A BASP1 BCLAF1 BRD7 C1QBP CALR CAT CBX1 CBX3 CBX5 CCAR1 CD38 CDC73 CDK5 CDK5RAP3 CGGBP1 CHCHD3 CHMP1A CNBP CNOT1 CNOT7 COMMD6 COPS2 CTBP1 CTCF CUL3 DAP DDX20 DDX5 DDX54 DNAJA3 DNAJB1 DNMT1 DR1 DRAP1 EIF4A2 ENO1 ETV6 EZR FLNA FOXO3 GABPA GAS6 GATAD2A HAT1 HCFC1 HCLS1 HDAC7 HDGF HMGA1 HMGB2 HNRNPA2B1 HNRNPU HSBP1 HSF1 HSPA8 IFI16 IGBP1 IKZF1 ILF3 KHDRBS1 LANCL2 LIMD1 LRRFIP1 LYAR MBD1 MBD2 MEPCE MTDH MYBBP1A NDUFA13 NFKB1 NIF3L1 NKRF NOC2L NONO PA2G4 PAF1 PARP1 PAWR PBXIP1 PDCD4 PFDN5 PHB PHB2 PHF6 PML POU2F1 PPID PPM1A PRDX5 PRMT5 PSMC5 PSMD10 PSPC1 PURA PURB RBBP7 RELA RING1 RPL23 RPS14 RPS27A RRP8 RSF1 RTF1 RUNX2 SAP18 SET SF1 SFPQ SHC1 SIN3A SMARCA2 SMARCA4 SMARCA5 SMARCC2 SMARCE1 SNW1 SNX6 SP3 SQSTM1 STAT1 STAT3 STRAP SUMO1 SUPT4H1 SUPT5H SUZ12 TBL1XR1 TCERG1 TCF25 TDP2 TMSB4X TPR TRIM28 TSG101 TXN UBA3 UBE2I UFL1 UHRF1 USP47 USP7 WFS1 XPO1 XRCC5 XRCC6 YBX1 YWHAB YWHAQ ZBTB38 ZNF706
GO:1903508	positive regulation of nucleic acid-templated transcription	ABHD14B AKAP8L ARHGEF2 ARID1A ARID3B ARMCX3 ATAD2 BCLAF1 BRD7 BUD31 CAMK1D CAND1 CAT CBFB CCNA2 CD38 CD74 CDC5L CDC73 CDK5RAP3 CEBPZ CIB1 CNBP CNOT7 COPS5 CRLF3 CTCF DDRGK1 DDX17 DDX41 DHX36 DHX9 DNAJC2 DNM2 EDF1 EIF2A EIF2AK2 ENY2 ERC1 ETV6 FADD FHOD1 FOXO3 FUBP3 GABPA GMEB1 GNL3 HAX1 HCFC1 HCLS1 HEATR1 HEXB HMGA1 HMGB2 HNRNPAB HNRNPD HNRNPK HNRNPU HSF1 HSPA5 HSPH1 IFI16 ILF2 ILF3 ILK IRF4 LEO1 MALT1 MAP2K1 MAP2K2 MAP2K3 MAPK1 MAPK14 MAPK3 MMS19 MTDH MTPN MYO6 NAA15 NCL NFATC2IP NFKB1 NFKB2 NFYA NIF3L1 NKRF NPM1 NUCKS1 NUP62 NUP98 OGT PAF1 PARK7 PARP1 PCBP1 PELP1 PFKM PHB PHB2 PHF5A PICALM PIN1 PML POU2AF1 POU2F1 PPM1A PPP1R12A PRDX3 PRKD2 PRKDC PRPF6 PSMA6 PSMC3 PSMC5 PSMD9 PTGES2 RAD21 RAF1 RAN RBM14 RBM15 RELA RHOG RNF20 RPL23 RPRD1B RPS27A RPS3 RRP1B RSF1 RTF1 RUNX2 RUVBL2 SAFB SFPQ SHC1 SIN3A SMARCA2 SMARCA4 SMARCA5 SMARCB1 SMARCC1 SMARCC2 SNW1 SP1 SP3 SQSTM1 SS18 STAT1 STAT3 SUPT16H SUPT4H1 SUPT5H SUPT6H TAB1 TAF15 TBK1 TBL1XR1 TERF2IP TFAM TFB2M THOC5 THRAP3 TOP2A TRADD TRIM25 TRIM28 UBTF UHRF1 WDR43 WDR5 WDR61 XRCC6 YBX1 YWHAH ZBTB38
GO:1903509	liposaccharide metabolic process	ALDH5A1 ASAH1 B4GALT3 BAX CLN6 CTSA DPM1 ESYT1 ESYT2 GLA GM2A HEXB NEU1 PSAP
GO:1903510	mucopolysaccharide metabolic process	B4GALT3 CD44 GNS GUSB HEXB ST3GAL1
GO:1903513	endoplasmic reticulum to cytosol transport	AUP1 CCL3 DERL1 DERL2 FAF2 HERPUD1 HSP90B1 NPLOC4 SEC61B SEL1L VCP
GO:1903514	calcium ion transport from endoplasmic reticulum to cytosol	CCL3
GO:1903515	calcium ion transport from cytosol to endoplasmic reticulum	ATP2A2
GO:1903516	regulation of single strand break repair	PARP1 XRCC1
GO:1903518	positive regulation of single strand break repair	PARP1 XRCC1
GO:1903519	regulation of mammary gland involution	BAX
GO:1903521	positive regulation of mammary gland involution	BAX
GO:1903522	regulation of blood circulation	ADA AKAP9 ATP1A1 ATP2A2 CD38 CLIC2 DSG2 GLRX3 GSTO1 PKP2 SRI SUMO1 YWHAE
GO:1903523	negative regulation of blood circulation	ATP1A1 ATP2A2 SRI
GO:1903524	positive regulation of blood circulation	ADA ATP1A1 ATP2A2 CD38
GO:1903525	regulation of membrane tubulation	DNM2 SH3GLB1
GO:1903526	negative regulation of membrane tubulation	DNM2
GO:1903527	positive regulation of membrane tubulation	SH3GLB1
GO:1903530	regulation of secretion by cell	AIMP1 ANXA4 AP1G1 ARFIP1 ARHGEF7 ATP2A2 CADM1 CASP1 CCL3 CD38 CD58 CDK5 CHMP2A CLASP1 CPT1A DHX36 DHX9 DNAJC1 DNM1L DYNLL1 ENSA ENY2 ERP29 EZR FMR1 GAPDH GAS6 GBP1 GLMN GNAS GOLPH3 GOLPH3L GPI HADH HGS IDH2 KIF5B LAMP1 MAPK14 MAPK3 MARCKS MICAL1 MIF MYH10 MYO18A NAPA NDUFAF2 NSF OXCT1 PDCD6IP PFKL PFKM PHPT1 PML PPIA PPID PRKCA PSMD9 RAB21 RAB27A RAB3GAP1 RAB5A RAB7A RAC2 SDC1 SLC25A4 SLC25A5 SLC25A6 SLC30A1 SRI STXBP2 STXBP3 SYK TMSB4X TSG101 VAMP2 VAMP8 VPS35 VPS4A VPS4B
GO:1903531	negative regulation of secretion by cell	ANXA4 ENY2 ERP29 EZR FMR1 GAS6 GBP1 HADH IDH2 NDUFAF2 PFKL PML PSMD9 RAB7A SLC30A1 STXBP3 TMSB4X VAMP8 VPS4B
GO:1903532	positive regulation of secretion by cell	AIMP1 AP1G1 ARHGEF7 CADM1 CASP1 CCL3 CD38 CD58 CDK5 CHMP2A CLASP1 DHX36 DHX9 DNM1L DYNLL1 EZR GAPDH GLMN GOLPH3 GOLPH3L GPI HGS KIF5B LAMP1 MAPK14 MAPK3 MIF MYH10 MYO18A OXCT1 PDCD6IP PFKM PHPT1 PPIA PPID PSMD9 RAB27A RAB3GAP1 RAB5A RAB7A SDC1 SRI SYK TSG101 VAMP8 VPS35 VPS4A VPS4B
GO:1903533	regulation of protein targeting	ACTL6A CCDC22 CDK1 CDK5 CHERP CIB1 CYB5R1 EMD FLNA G3BP2 GAS6 GDI1 HAX1 HCLS1 HSP90AB1 HTRA2 HUWE1 IPO5 MAPK1 MAPK14 MIS18A MYO1C NPEPPS NUCB1 NUP54 NUP62 NUP93 NUTF2 PAK1 PARP1 PDCD5 PPM1A PRDX1 PSMB7 PSMD10 PSMD8 RAC2 RBM22 RPL28 RUVBL1 SAE1 SH3GLB1 SLC9A3R1 SRI TMSB4X TPR TRIM28 TXN U2AF2 UBE2L3 UBL5 WBP11 WDR46
GO:1903538	regulation of meiotic cell cycle process involved in oocyte maturation	PPP2R1A YTHDF2
GO:1903541	regulation of exosomal secretion	CHMP2A HGS PDCD6IP RAB7A SDC1 TSG101 VPS4A VPS4B
GO:1903542	negative regulation of exosomal secretion	RAB7A VPS4B
GO:1903543	positive regulation of exosomal secretion	CHMP2A HGS PDCD6IP RAB7A SDC1 TSG101 VPS4A VPS4B
GO:1903551	regulation of extracellular exosome assembly	PDCD6IP SDC1 TSG101
GO:1903553	positive regulation of extracellular exosome assembly	PDCD6IP SDC1
GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	AKAP8 ARFGEF2 ARHGEF2 CCL3 DHX9 FADD GAS6 GSTP1 HSF1 MIF SASH3 TSPO UBE2J1
GO:1903556	negative regulation of tumor necrosis factor superfamily cytokine production	AKAP8 GAS6 GSTP1 HSF1 TSPO
GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	ARFGEF2 ARHGEF2 CCL3 DHX9 FADD MIF SASH3
GO:1903561	extracellular vesicle	ABCB6 ABHD14B ABI1 ACAA2 ACADM ACAT1 ACAT2 ACLY ACOT13 ACOT7 ACP1 ACP2 ACSL4 ACTB ACTG1 ACTN4 ACTR1A ACTR1B ACTR2 ACTR3 ADAM10 AGA AGMAT AHCTF1 AHCY AHCYL1 AHSA1 AK2 AK4 AKR1A1 AKR1B1 ALAD ALDH16A1 ALDH6A1 ALDH9A1 ALDOA ALDOC ANKFY1 ANP32B ANXA11 ANXA4 ANXA5 ANXA6 ANXA7 AP1M1 AP2M1 APEH APPL1 APRT ARHGAP1 ARHGDIA ARHGDIB ARL3 ARL6IP5 ARL8A ARL8B ARPC1A ARPC2 ARPC3 ARPC5 ARPC5L ASAH1 ATAD2 ATIC ATP1A1 ATP1B3 ATP6V0A1 ATP6V1A ATP6V1B2 ATP6V1D ATP6V1E1 ATP6V1F ATP6V1H AUP1 B2M B4GALT3 BANF1 BASP1 BAX BID BLVRA BLVRB BPNT1 BRK1 BSG BST2 C11ORF54 C12ORF10 CACYBP CAD CADM1 CALR CAND1 CANX CAP1 CAPN1 CAPN2 CAPNS1 CAPZA1 CAPZA2 CAPZB CARHSP1 CAT CBR1 CCT2 CCT3 CCT4 CCT5 CCT6A CCT7 CCT8 CD2AP CD38 CD44 CD47 CD48 CD58 CD59 CD74 CD9 CDC37 CDC42 CDK1 CFL1 CHCHD3 CHID1 CHMP1A CHMP2A CHMP4B CHMP5 CIB1 CISD1 CKAP4 CLASP1 CLIC1 CLIC4 CLTC CMPK1 CNDP2 CNN2 CNP COASY COBLL1 COMT COPA COPS4 COPS6 COPS8 CORO1A COX4I1 COX5A COX5B CPNE1 CPNE3 CPPED1 CRKL CS CSE1L CSK CSNK2B CSRP1 CSTB CTSA CTSB CTSC CTSD CUL3 CUTA CYB5A CYB5R1 CYB5R3 DAD1 DBI DBNL DCTD DCTN2 DCXR DDAH1 DDAH2 DDB1 DDX23 DDX5 DECR1 DERA DHX36 DLST DNAJA1 DNAJA2 DNAJB1 DNAJC11 DNAJC13 DNAJC3 DNAJC7 DNASE2 DNM2 DOCK2 DPP3 DPYSL2 DSG2 DSTN DUSP23 DUT DYNC1H1 DYNLL1 ECH1 ECHS1 EDF1 EEA1 EEF1A1 EEF1E1 EEF2 EHD1 EHD4 EIF2S1 EIF2S3 EIF3B EIF3E EIF3I EIF3K EIF4A1 EIF4E EIF5A EIF6 ENO1 ENO2 ENOPH1 ERAP1 ERP29 ERP44 ESD EZR FABP5 FAM162A FAM3C FASN FBL FERMT3 FH FKBP4 FKBP5 FLNA FLOT1 FLOT2 FMNL1 FTL FXR2 G6PD GALE GALK1 GALM GALNT2 GAMT GANAB GAPDH GART GAS6 GATM GBE1 GDI2 GFPT1 GGCT GGH GLA GLG1 GLIPR2 GLO1 GLOD4 GLRX GLRX3 GM2A GMPPA GMPPB GNA13 GNAI2 GNAI3 GNAS GNB1 GNB2 GNG5 GNG7 GNPDA1 GNS GOT1 GOT2 GPI GPX4 GRB2 GRHPR GRN GSR GSS GSTK1 GSTO1 GSTP1 GUSB GYG1 HADHB HAGH HBS1L HDDC2 HEATR5B HEBP1 HEXB HGS HIBCH HINT1 HNRNPA2B1 HNRNPC HNRNPD HNRNPK HNRNPL HNRNPM HPRT1 HSP90AA1 HSP90AB1 HSP90B1 HSPA4 HSPA5 HSPA8 HSPA9 HSPD1 HSPE1 HSPH1 HUWE1 HYOU1 IAH1 ICAM3 IDH1 IDH2 IGF2R IMPA1 IMPDH2 IQGAP1 IQGAP2 ISOC1 IST1 ITGB1 ITGB5 ITGB7 KCTD12 KPNA4 KPNB1 LAMP1 LAMTOR1 LAMTOR2 LAMTOR3 LAP3 LASP1 LCP1 LDHA LDHB LGALS1 LGALS3 LGMN LMAN1 LMAN2 LSM6 LSP1 LSR LTA4H LYPLA1 LYPLA2 MAN2A1 MAP2K1 MAP4 MAPK1 MAPK14 MAPK3 MARCKS MAT2B MDH1 MDH2 METTL7A MGAT1 MIF MINPP1 MOGS MPDU1 MPI MPP6 MPST MSN MTAP MTCH2 MTHFD1 MTPN MVP MYH10 MYH9 MYL6 MYO1C MYO1D MYO5A MYO6 NAA50 NAGK NANS NAPA NAPG NCKAP1L NCL NCSTN NDRG1 NDRG3 NDUFA13 NDUFB1 NDUFB10 NDUFB4 NDUFB9 NEU1 NIT2 NME1 NPC2 NPEPPS NR2C2AP NSF NUBP1 NUCB1 NUDCD2 NUDT5 NUMA1 NUTF2 OLA1 OSTF1 OTUB1 OXSR1 P4HB PA2G4 PAFAH1B1 PAFAH1B2 PAFAH1B3 PAICS PARK7 PCBP1 PCMT1 PCNA PDCD10 PDCD5 PDCD6 PDCD6IP PDHB PDIA3 PDIA6 PDXK PEBP1 PEPD PEX11B PFAS PFDN2 PFKL PFKM PFN1 PGAM1 PGD PGK1 PGLS PGM1 PGM2 PGRMC1 PHB PHB2 PHGDH PHPT1 PIN4 PITPNB PLP2 PM20D2 PMM2 PMVK PNP PNPO PPA1 PPA2 PPCS PPIA PPIB PPIL1 PPP1CB PPP1R7 PPP2R1A PPT1 PRDX1 PRDX2 PRDX3 PRDX4 PRDX5 PRDX6 PRKAR2A PRKCA PRPS2 PRRC2A PSAP PSAT1 PSMA1 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMB1 PSMB2 PSMB3 PSMB4 PSMB5 PSMB6 PSMB7 PSMB8 PSMB9 PSMC5 PSMC6 PSMD1 PSMD11 PSMD12 PSMD13 PSMD14 PSMD2 PSMD3 PSMD6 PSMD7 PSMD8 PSME1 PSME2 PTBP1 PTGES3 PTMA PTPN6 PTRHD1 QDPR RAB11B RAB14 RAB18 RAB1A RAB21 RAB27A RAB2A RAB3GAP1 RAB4A RAB5A RAB5C RAB6A RAB7A RAB8A RAC2 RAN RAP1GDS1 RASAL3 RDX REEP5 RHOB RHOG RNH1 RNPEP RPE RPL10A RPL11 RPL12 RPL14 RPL15 RPL22 RPL23 RPL23A RPL24 RPL26 RPL26L1 RPL27 RPL28 RPL3 RPL30 RPL31 RPL34 RPL35A RPL37A RPL4 RPL5 RPL7 RPL7A RPLP0 RPLP1 RPLP2 RPS11 RPS13 RPS14 RPS15A RPS16 RPS18 RPS19 RPS2 RPS20 RPS25 RPS27A RPS28 RPS29 RPS3 RPS3A RPS4X RPS5 RPS7 RPS8 RPS9 RRM1 RTN4 RUVBL1 RUVBL2 S100A11 SAFB2 SAMM50 SAR1A SCAMP2 SCAMP3 SCARB2 SCP2 SCPEP1 SCRIB SDC1 SDF4 SDHB SEC13 SERBP1 SERPINB6 SFN SH3BGRL SH3BGRL3 SH3GLB1 SHMT1 SHMT2 SKP1 SLC1A4 SLC1A5 SLC25A1 SLC25A3 SLC25A5 SLC3A2 SLC44A1 SLC9A3R1 SLK SMC2 SMS SNAP23 SND1 SNRPD2 SNRPD3 SNRPE SNX12 SNX2 SNX3 SOD1 SORD SPAG9 SQSTM1 SRI SRP14 SRP9 SRSF1 SRSF7 SSBP1 SSR4 ST14 ST3GAL1 ST6GAL1 STAMBP STK10 STK24 STMN1 STX12 STX7 STXBP2 STXBP3 SUB1 SUCLA2 SUCLG1 SVIP SYAP1 SYNGR2 TAGLN2 TALDO1 TBCA TCP1 TEX264 TFG TFRC THRAP3 TIAL1 TKT TLN1 TM9SF2 TMED10 TMED9 TMEM109 TMEM205 TNPO1 TOLLIP TOM1 TOMM40 TPI1 TPM3 TPM4 TPP1 TPT1 TRAP1 TRIP10 TRMT112 TSG101 TSPO TST TSTA3 TUBA1B TUBA4A TUBB TUFM TWF2 TXN TXNDC17 TXNDC5 TXNL1 TXNRD1 UBA1 UBE2G1 UBE2K UBE2L3 UBE2M UBE2V2 UCHL1 UCHL3 UFC1 UFM1 UGGT1 UGP2 UQCRC2 USP14 VAMP2 VAMP8 VASP VCL VCP VDAC1 VDAC2 VDAC3 VIM VPS13C VPS28 VPS29 VPS35 VPS37B VPS4A VPS4B VTA1 WAS WASF2 WDR1 XPNPEP1 YBX1 YKT6 YWHAB YWHAE YWHAG YWHAH YWHAQ YWHAZ ZMPSTE24
GO:1903564	regulation of protein localization to cilium	LZTFL1
GO:1903565	negative regulation of protein localization to cilium	LZTFL1
GO:1903567	regulation of protein localization to ciliary membrane	LZTFL1
GO:1903568	negative regulation of protein localization to ciliary membrane	LZTFL1
GO:1903573	negative regulation of response to endoplasmic reticulum stress	DERL2 DNAJC3 HERPUD1 HSPA5 HYOU1 OPA1 OS9 PARK7 PTPN1 SGTA SVIP TXNDC12 UBE2G2 UBE2J1 UBXN1 USP14 WFS1
GO:1903578	regulation of ATP metabolic process	AAAS DNM1L EIF6 ENO1 NUP107 NUP133 NUP153 NUP155 NUP160 NUP205 NUP210 NUP214 NUP35 NUP43 NUP50 NUP54 NUP62 NUP85 NUP88 NUP93 NUP98 OGT PARK7 PARP1 PDE12 PGAM1 PPIF RAE1 RANBP2 STAT3 TMSB4X TPR TSPO VCP
GO:1903579	negative regulation of ATP metabolic process	PARP1 PDE12 PPIF STAT3 TSPO
GO:1903580	positive regulation of ATP metabolic process	ENO1 PARK7 STAT3 TMSB4X VCP
GO:1903584	regulation of histone deubiquitination	SART3
GO:1903586	positive regulation of histone deubiquitination	SART3
GO:1903587	regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	PDCD10 PPP1R16B
GO:1903588	negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	PDCD10
GO:1903589	positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	PPP1R16B
GO:1903593	regulation of histamine secretion by mast cell	VAMP8
GO:1903595	positive regulation of histamine secretion by mast cell	VAMP8
GO:1903599	positive regulation of mitophagy	PARK7
GO:1903608	protein localization to cytoplasmic stress granule	DDX1 DHX9 SSB TIA1 YBX1
GO:1903624	regulation of DNA catabolic process	BAX DFFA HSF1
GO:1903625	negative regulation of DNA catabolic process	DFFA
GO:1903626	positive regulation of DNA catabolic process	BAX HSF1
GO:1903630	regulation of aminoacyl-tRNA ligase activity	AIMP2
GO:1903632	positive regulation of aminoacyl-tRNA ligase activity	AIMP2
GO:1903636	regulation of protein import into mitochondrial outer membrane	PDCD5
GO:1903638	positive regulation of protein import into mitochondrial outer membrane	PDCD5
GO:1903644	regulation of chaperone-mediated protein folding	PDCD5
GO:1903645	negative regulation of chaperone-mediated protein folding	PDCD5
GO:1903649	regulation of cytoplasmic transport	AAAS ACSL3 ACTL6A AKAP8L ANP32B BAK1 BAX BCAP31 CCDC22 CDK1 CDK5 CHERP CLIC2 CORO1A CPSF6 CSK CYB5R1 DERL2 DHX9 DIAPH1 DNAJC13 EMD EZR FLNA G3BP2 GAS6 GSTO1 HAX1 HCLS1 HSP90AB1 HTRA2 HUWE1 IPO5 IWS1 KHDRBS1 LYPLA1 MAP2K1 MAP2K2 MAPK1 MAPK14 MAPK3 MIS18A MSN NCBP2 NPEPPS NUP153 NUP214 NUP54 NUP62 NUP93 NUTF2 OS9 PARK7 PARP1 PDCD5 PLCG1 PML PPM1A PPP1R12A PRDX1 PSMB7 PSMD10 PSMD8 PTK2B PTPN6 RAB21 RAC2 RANGAP1 RBM22 RDX RPL28 RUVBL1 SAE1 SCFD1 SFN SH3GLB1 SLC9A3R1 SNAPIN SNX12 SNX3 SRI SUPT6H SVIP TM9SF4 TMEM30A TMSB4X TPR TRIM28 TXN U2AF2 UBE2G2 UBE2J1 UBE2L3 UBL5 VPS35 WBP11 WDR46 YIPF5 YWHAE
GO:1903650	negative regulation of cytoplasmic transport	CCDC22 CDK5 CSK DERL2 EMD G3BP2 GAS6 LYPLA1 NUP153 OS9 PARK7 PPM1A PSMD10 RANGAP1 SLC9A3R1 SNX12 SNX3 SRI SVIP TMSB4X TPR TXN UBE2G2 UBE2J1 VPS35
GO:1903651	positive regulation of cytoplasmic transport	ACSL3 ACTL6A ANP32B BAK1 BAX BCAP31 CDK1 CHERP CPSF6 CYB5R1 DHX9 EMD EZR FLNA GAS6 HCLS1 HSP90AB1 HTRA2 HUWE1 IPO5 KHDRBS1 MAPK1 MAPK14 MIS18A MSN NCBP2 NPEPPS NUP93 NUTF2 PARP1 PDCD5 PLCG1 PPM1A PSMB7 PSMD8 RAB21 RAC2 RBM22 RDX RPL28 RUVBL1 SAE1 SFN SH3GLB1 SNAPIN SRI TM9SF4 TMEM30A TPR TRIM28 U2AF2 UBE2L3 UBL5 WBP11 WDR46 YWHAE
GO:1903659	regulation of complement-dependent cytotoxicity	HSP90AB1
GO:1903660	negative regulation of complement-dependent cytotoxicity	HSP90AB1
GO:1903670	regulation of sprouting angiogenesis	CIB1 EPN1 HDAC7 JAK1 PDCD10 PPP1R16B
GO:1903671	negative regulation of sprouting angiogenesis	EPN1 PDCD10
GO:1903672	positive regulation of sprouting angiogenesis	CIB1 HDAC7 JAK1 PPP1R16B
GO:1903677	regulation of cap-independent translational initiation	YTHDF2
GO:1903679	positive regulation of cap-independent translational initiation	YTHDF2
GO:1903689	regulation of wound healing, spreading of epidermal cells	CLASP1
GO:1903690	negative regulation of wound healing, spreading of epidermal cells	CLASP1
